,haiku,colors,lines,syllables,total_syllables
360,stale cookie / i give away / the fortune,[],3,"(4, 4, 4)",12
361,wrong date / the thickening skin / on her latte,[],3,"(2, 5, 4)",11
362,a new boyfriend / the same lingerie / enticing again,[],3,"(4, 5, 5)",14
363,feeling the shape / of the wrapped gift / i put on a polite face,[],3,"(5, 5, 8)",18
364,first date / the little pile / of anchovies,[],3,"(2, 4, 4)",10
365,mistaking telephone / for doorbell / i let loneliness in,[],3,"(7, 3, 7)",17
366,arguing / a deaf man grabs / the other's hands,[],3,"(2, 4, 4)",10
367,crossing the hopscotch / two old women / avoid the lines,[],3,"(5, 4, 5)",14
368,dentist's obituary / common interests / we could never talk about,[],3,"(6, 5, 7)",18
369,as if it were spring / the green mold / on the cheese,['green'],3,"(6, 3, 4)",13
370,psychic fair / she brushes some dirt / from the cards,['dirt'],3,"(3, 5, 3)",11
371,centerfold / the model's navel / off center,[],3,"(3, 5, 3)",11
372,day moon / a fresh tattoo rises / out of her jeans,[],3,"(2, 6, 4)",12
373,independence day / i struggle to free myself / from a wet swim suit,['independence'],3,"(6, 7, 5)",18
374,fresh blueberries / a gothic teenager / darkens her lips,[],3,"(4, 6, 4)",14
375,switchbacks / five or six cub scouts / an octave higher,[],3,"(2, 5, 6)",13
376,my father and i / paint the barn / compare wars,[],3,"(5, 3, 4)",12
377,picnic / in the sun dappled courtyard / my freckled banana,['banana'],3,"(2, 7, 6)",15
378,in the dream / my dog has a whistle / only i can hear,[],3,"(3, 6, 5)",14
379,rodeo cowboy / hopefully clutching / a handful of sky,['sky'],3,"(4, 6, 5)",15
380,two way glass / the patient waits inside / the therapist's reflection,[],3,"(3, 7, 7)",17
381,rush hour / the blonde in the porsche peels / an orange,"['blonde', 'orange']",3,"(2, 8, 4)",14
382,scar on her cheek / she gets her lipstick / just right,['lipstick'],3,"(4, 5, 2)",11
383,grocery shopping / his python tattoo / squeezes the charmin,[],3,"(5, 5, 5)",15
384,on display / her small and firm / opinion of men,[],3,"(3, 4, 5)",12
385,conservatory / the carnivorous plants / behind glass,['glass'],3,"(5, 6, 3)",14
386,grinding sausage meat / she recounts the times / her husband cheated,[],3,"(6, 6, 5)",17
387,aftershock / the picture on the wall / straightens,[],3,"(3, 7, 2)",12
388,in the middle / of making love / counting syllables,[],3,"(4, 4, 5)",13
389,nudist camp / where to begin / with the sunblock,[],3,"(3, 5, 4)",12
390,clothesline / the shirt shows off / its biceps,[],3,"(4, 4, 3)",11
391,open mike night / the audience / goes dead,[],3,"(4, 4, 2)",10
392,getting acquainted / i learn another name / for wild radish,[],3,"(5, 6, 4)",15
393,divorced / she cleans the ring / around the tub,[],3,"(3, 4, 4)",11
394,after lovemaking / returning / to ourselves,[],3,"(6, 3, 4)",13
395,nest of black hair / secured with ball point pens / office geisha,['black'],3,"(4, 7, 5)",16
396,naked at the ironing board / concentrating / on a crease,[],3,"(8, 4, 4)",16
397,round and round / debating / circumcision,[],3,"(3, 3, 4)",10
398,freezing wind / the body builder pumps gas / in a muscle shirt,[],3,"(3, 7, 5)",15
399,werewolf movie / at the commercial / letting the dog out,[],3,"(5, 5, 5)",15
400,winter rain / holding the umbrella / over the dachshundpissing,[],3,"(3, 6, 7)",16
401,the clerks lip ring / i forget / what i wanted,[],3,"(4, 3, 4)",11
402,in the midway sun / corn on the cob customers / grinning ear to ear,['corn'],3,"(5, 7, 5)",17
403,school library / such quiet / books,[],3,"(4, 2, 1)",7
404,at the fence / they sit on their tractors / talking hay,[],3,"(4, 6, 3)",13
405,three surgeons / five nurses / wrong leg,[],3,"(3, 3, 2)",8
406,full moon / i iron a wrinkle / into his pants,[],3,"(2, 6, 4)",12
407,valentines day / she reminds me / to fasten my seatbelt,[],3,"(5, 4, 6)",15
408,before the guests arrive / i straighten / the straight cushions,[],3,"(8, 3, 4)",15
409,a lull in her hands / the hairstylist asks / how i part my hair,[],3,"(5, 5, 5)",15
410,in one room / everything she has / and a window,[],3,"(4, 6, 4)",14
411,floating / in the dishwater / a pair of chopsticks,[],3,"(2, 5, 5)",12
412,serious / she takes off her sunglasses / to speak english,[],3,"(2, 8, 4)",14
413,nude beach / an empty bikini / turns me on,[],3,"(2, 6, 3)",11
414,dropping valentine chocolates / he quickly swaps them / for another box,[],3,"(10, 5, 5)",20
415,leaning back / in their chairs / old friends reunited,[],3,"(3, 3, 5)",11
416,saving her best dishes / for a better day / my eighty year old mother,[],3,"(6, 5, 7)",18
417,fireflies / my neighbor / has more,[],3,"(3, 3, 2)",8
418,blowing out / one birthday candle / the whole family,[],3,"(3, 6, 6)",15
419,just married / the attendant / pumping too much gas,[],3,"(3, 4, 5)",12
420,family reunion / everywhere i look / my old nose,[],3,"(5, 7, 3)",15
421,identical twins / their hair neatly parted / on opposite sides,[],3,"(5, 6, 7)",18
422,at the flea market / looking through books / i gave away,[],3,"(5, 4, 4)",13
423,nightfall / the zookeeper / lets himself out,[],3,"(2, 4, 4)",10
424,tourist town / postcards of the waterfall / racked upside down,[],3,"(3, 7, 6)",16
425,carrying their canes / two old women lean / on each other,[],3,"(5, 5, 4)",14
426,first date / in the parking lot / our car doors touch,[],3,"(2, 5, 4)",11
427,parents coaxing / baby to eat / mouths wide open,[],3,"(5, 4, 4)",13
428,handsome vendor / my name / on a grain of rice,[],3,"(5, 2, 5)",12
429,driving lesson done / father and daughter run / fingers through their hair,[],3,"(5, 6, 5)",16
430,naked / on the bathroom scales / stomach held in,[],3,"(2, 6, 4)",12
431,reconciliation / the candle between us / sputters,[],3,"(5, 6, 2)",13
432,his ashes scattered / what to do / with the box,[],3,"(6, 3, 3)",12
433,nude beach / his enormous / sand castle,"['nude', 'sand']",3,"(2, 4, 3)",9
434,letting the dog out / letting the dog in / wrong dog,[],3,"(5, 5, 2)",12
435,a gusting breeze / the comet wobbles / in my binoculars,[],3,"(5, 5, 6)",16
436,long walk home / kicking a stone / for company,['stone'],3,"(3, 5, 4)",12
437,christmas day / the exchange / of custody,[],3,"(3, 4, 4)",11
438,honeymoon trip / he refuses to stop / for directions,[],3,"(4, 6, 4)",14
439,clicking off the late movie / the couch cushion / reinflates,[],3,"(7, 4, 3)",14
440,opening night / missing the entrance / of the night blooming cereus,[],3,"(4, 6, 7)",17
441,forgetting his underwear / the one with so many / frequent flier miles,[],3,"(7, 7, 5)",19
442,summer concert / fanning myself faster / during the scherzo,[],3,"(4, 6, 5)",15
443,overmatched boxer / his eyes closed / before the fight,[],3,"(6, 4, 5)",15
444,yard sale / she takes the baby crib / back into the house,[],3,"(2, 7, 6)",15
445,his toe / answers mine / a truce begin,[],3,"(2, 3, 5)",10
446,making sure / nothing grows / the rock gardener,[],3,"(3, 3, 5)",11
447,too quick to reply / cutting my tongue / on the envelope,[],3,"(5, 5, 6)",16
448,grandfathers funeral / cousin kate air kissing / spies a mirror checks her makeup,[],3,"(6, 6, 8)",20
449,in a semi circle / retired sisters watch / wheel of fortune,[],3,"(6, 6, 5)",17
450,dissatisfied / with her virgo horoscope / she tries pisces,[],3,"(4, 8, 4)",16
451,first time / at the zoo my son / watches the people,[],3,"(2, 5, 5)",12
452,antiquities room / the curator asks / so whats new,[],3,"(5, 5, 3)",13
453,meeting her boyfriend / our handshake / out of sync,[],3,"(5, 4, 3)",12
454,from the holy land / he sends a postcard of cracks / two thousand hears old,[],3,"(5, 7, 5)",17
455,polaroid of her lover / coming clearer / with time,[],3,"(7, 4, 2)",13
456,visitors day / buttons just right / her dress inside out,[],3,"(4, 4, 6)",14
457,blueberries / we show each other / our tongues,[],3,"(3, 5, 3)",11
458,battered child / kicking the swing / higher,[],3,"(4, 4, 2)",10
459,a pause in the lecture / all at once three students / cross their legs,[],3,"(8, 6, 3)",17
460,cropped grass / the tethered goat,['grass'],2,"(3, 5)",8
461,whacking the bat / with a broom she says / they attack people,[],3,"(4, 5, 5)",14
462,clear about / everything / the window washer,[],3,"(3, 4, 5)",12
463,dining out / next to the window / her coat,[],3,"(3, 5, 2)",10
464,late spring blossoms / the silhouette artist facing / another ponytail,[],3,"(4, 8, 6)",18
465,balloon man / selling pins / for popping,[],3,"(3, 3, 3)",9
466,on the same bus / the same strangers / as yesterday,[],3,"(4, 4, 4)",12
467,new neighbor / eyeing the worn path / between our houses,[],3,"(3, 4, 5)",12
468,a man swept by / in a wave rising falling / sees us see him drown,[],3,"(4, 7, 5)",16
469,fingering my tattoo / granddaughter asks / when she can have numbers,[],3,"(6, 4, 6)",16
470,the words unspoken / waiting for the toast / to pop up,[],3,"(5, 5, 3)",13
471,drilling deeper / my dentist talks me into / amnesty international,[],3,"(4, 7, 8)",19
472,methodical husband / on his list of chores she finds / her name,[],3,"(6, 8, 2)",16
473,running down / fight illiteracy / the gangs red paint,[],3,"(3, 6, 4)",13
474,drunken sailor / loses both shoes / tying one on,[],3,"(4, 4, 5)",13
475,eating alone / my alphabet soup / speaks to me,[],3,"(5, 5, 3)",13
476,lunch / with her lovers wife / leftovers,[],3,"(1, 5, 3)",9
477,hole in the ozone / my bald spot / sunburned,[],3,"(6, 3, 3)",12
478,after kindling / his passion / she lights his cigarette,[],3,"(4, 3, 7)",14
479,nurses station / above the heart monitors / a soap opera,[],3,"(4, 8, 5)",17
480,how desirable / in the thrift shop window / my old mag johng set,[],3,"(5, 6, 5)",16
481,hopscotch / a one legged man / raises cane,[],3,"(2, 6, 3)",11
482,young lawyer / his briefs / in the snow,['snow'],3,"(3, 2, 3)",8
483,in his mothers house / he walks into the cobweb / she underlooked,[],3,"(6, 7, 5)",18
484,feel the warmth of / bashos frogpond / just xeroxed,[],3,"(4, 4, 4)",12
485,behind shadow proof blinds / the calligraphers / word processor,['shadow'],3,"(6, 5, 4)",15
486,spring rain / milk in her left breast / unexpectedly sweeter,['milk'],3,"(2, 5, 7)",14
487,spring evening / the children's promise / not to get cold,[],3,"(4, 6, 4)",14
488,jackknifed rig / the trooper waves us / into wildflowers,[],3,"(4, 6, 5)",15
489,the numbness / of scar tissue / forsythia,[],3,"(3, 4, 3)",10
490,autumn wind / in his sweater pocket / the missing button,[],3,"(3, 6, 5)",14
491,squash vines / long and hollow / the last late evenings,['squash'],3,"(3, 4, 6)",13
492,dim light / the night nurse / describes the rain,[],3,"(2, 4, 5)",11
493,late summer / black men spreading tar / on the side road,['black'],3,"(3, 5, 4)",12
494,knowing your cough / but not your face / invalid neighbor,[],3,"(4, 4, 5)",13
495,spring plowing / a flock of blackbirds / turns inside out,[],3,"(3, 5, 5)",13
496,dusk / up to my ears / in birdsong,[],3,"(1, 4, 3)",8
497,all around / light falling in a field / of fireflies,[],3,"(3, 6, 4)",13
498,independence day / i let him touch / a little bit of me,['independence'],3,"(6, 4, 6)",16
499,snake hunting / the boy sheds his shirt,[],2,"(4, 5)",9
500,summer evening / fanning myself / with a paper moon,[],3,"(5, 4, 5)",14
501,close lightning / the metallic taste / in my mouth,['metallic'],3,"(4, 6, 3)",13
502,garden work / talking to each other / back to back,[],3,"(3, 6, 3)",12
503,dry heat / to the same withered flower / a bee returns,[],3,"(2, 8, 4)",14
504,starry night / biting into a melon / full of seeds,['melon'],3,"(3, 7, 3)",13
505,i brush / my mothers hair / the sparks,[],3,"(2, 4, 2)",8
506,snowflakes glued / to the kindergarten window / no two alike,[],3,"(4, 8, 5)",17
507,undefended / in the cold rain / their snow fort,['snow'],3,"(4, 4, 3)",11
508,faint city stars / the moths copper dust / in my palm,"['copper', 'dust']",3,"(4, 5, 3)",12
509,fathers funeral / mother / suddenly small,[],3,"(5, 2, 4)",11
510,porch swing / now and then / a breeze from the river,[],3,"(2, 3, 7)",12
511,january thaw / the narrow path / fading away,[],3,"(4, 4, 4)",12
512,spring planting / her refusal / to compromise,[],3,"(3, 4, 5)",12
513,logging road / the pileated woodpecker / flings its cry ahead,[],3,"(3, 7, 5)",15
514,ill again / a dry leaf / across porch boards,['leaf'],3,"(3, 3, 4)",10
515,leaving the park / glimpses of cherry petals / on the soles of shoes,['cherry'],3,"(4, 7, 6)",17
516,lily pond / with one step the snowy egret / moves the moon,['snowy'],3,"(2, 9, 4)",15
517,the white v of a killdeers wings / opening in the wake / of its cry,['white'],3,"(9, 6, 3)",18
518,snow / softening / the night,['snow'],3,"(1, 3, 2)",6
519,a pile of rocks / shifting in spring rain / the stiff old man,[],3,"(4, 5, 4)",13
520,getting louder / the calf / the auctioneer,[],3,"(4, 2, 4)",10
521,bird shadow / from tree shadow / to fence shadow,"['shadow', 'shadow', 'shadow']",3,"(3, 4, 5)",12
522,i climb the mountain / with my eyes never ending snow,['snow'],2,"(5, 8)",13
523,the petals scatter / over graves swept / and unswept,[],3,"(5, 5, 3)",13
524,a single leaf falling / and with it / the morning dew,['leaf'],3,"(6, 3, 4)",13
525,mountain rose / from thorn to thorn / a spiders line,[],3,"(3, 4, 4)",11
526,coming out of the woods / the sound of crickets / the empty sky,['sky'],3,"(6, 5, 4)",15
527,an old woman with bread / waves the geese down / from the sky,['sky'],3,"(6, 6, 3)",15
528,over the earths edge / they all gothe white clouds / and the one sailboat,['white'],3,"(6, 7, 6)",19
529,long beards longer / black clothes darker / under july sun,['black'],3,"(4, 5, 5)",14
530,amish gentleman's / warm smile brief / my skirt long and plain,[],3,"(5, 4, 5)",14
531,an amish grin / as he cycles past / the station selling gas,[],3,"(4, 5, 6)",15
532,the gloom within / a handcrafts store / dolls with missing faces,[],3,"(4, 5, 6)",15
533,facing mirrors / long skirted woman / and her amish child,[],3,"(4, 5, 5)",14
534,music on the wind / an amish foot softly taps / and abruptly stops,[],3,"(5, 7, 5)",17
535,late night camp / now a gentle lullaby / horse hooves heading home,[],3,"(3, 7, 7)",17
536,falling leaves / day by day / the house grows brighter,[],3,"(4, 3, 6)",13
537,darkening path / the white morning glories / lead the way,['white'],3,"(4, 7, 3)",14
538,in a backyard / two women folding sunlight / into sheets,[],3,"(4, 7, 3)",14
539,late autumn / the billboard's shadow leans / into the woods,['shadow'],3,"(3, 6, 4)",13
540,from the stream / two mallards fly straight up / through falling leaves,[],3,"(3, 6, 5)",14
541,new year's eve blizzard / a neon beer sign glows / behind the steamed window,[],3,"(6, 5, 7)",18
542,spring breeze / the woods road is still wet / under the pines,[],3,"(3, 6, 5)",14
543,the old watering can / hangs one more rainbow / among the roses,[],3,"(6, 6, 5)",17
544,the evening paper / on the darkening lawn / first star,[],3,"(6, 6, 2)",14
545,a letter stuck / in the 11th floor mail chute / summer night,[],3,"(4, 7, 3)",14
546,the blues singer / tells how bad it is / then the sax tells you too,[],3,"(4, 5, 6)",15
547,quiet afternoon / in the meadow one daisy / leans on another,[],3,"(4, 8, 5)",17
548,at the end of a tunnel in the clouds / a sunlit billow,[],2,"(10, 5)",15
549,crossing the tracks / at twilight / the autumn wind,[],3,"(4, 3, 4)",11
550,chilly sunrise / a strip of bark flutters / on the lake side birch,[],3,"(5, 6, 5)",16
551,twiddling my thumbs / the sun goes down / the moon comes up,[],3,"(4, 4, 5)",13
552,winter drizzle / unloading a crate of live ducks / behind the chinatown restaurant,[],3,"(4, 9, 9)",22
553,snow melts by the hardware counter / the squares of color / in the paint catalog,['snow'],3,"(9, 6, 6)",21
554,in the mirrors on her dress / little pieces of my / self,[],3,"(7, 6, 1)",14
555,a few blocks / from the street festival / the evening quiet,[],3,"(3, 6, 5)",14
556,at the pow wow / they pass out ordinary saltines / for the ceremony,[],3,"(4, 10, 6)",20
557,while his passengers sleep / the bus driver watches dawn / break,[],3,"(7, 7, 1)",15
558,by the lawn's edge / the dog barks at the darkness / then looks back at me,[],3,"(5, 7, 5)",17
559,dead end / a few leaves circle / in the headlights,[],3,"(2, 6, 4)",12
560,late at night / a woman alone in the restaurant / addressing christmas cards,[],3,"(3, 11, 6)",20
561,snowy morning / the barber appears / in his mirrors,['snowy'],3,"(4, 5, 4)",13
562,moonrise / the columbine still / swinging,[],3,"(3, 6, 2)",11
563,changing pitchers / the base runner looks up / at a passing cloud,[],3,"(4, 6, 5)",15
